Using device=cuda
[RUN] function=core_interaction_c025 method=ss_kan_variable seed=0
checkpoint directory created: ./model
saving model version 0.0

description:   0%|                                                           | 0/50 [00:00<?, ?it/s]
| train_loss: 1.77e-01 | test_loss: 1.98e-01 | reg: 1.81e+01 | :   0%|       | 0/50 [00:00<?, ?it/s]
| train_loss: 1.77e-01 | test_loss: 1.98e-01 | reg: 1.81e+01 | :   2%| | 1/50 [00:00<00:36,  1.33it/
| train_loss: 1.22e-01 | test_loss: 1.61e-01 | reg: 1.69e+01 | :   2%| | 1/50 [00:00<00:36,  1.33it/
| train_loss: 1.22e-01 | test_loss: 1.61e-01 | reg: 1.69e+01 | :   4%| | 2/50 [00:00<00:17,  2.67it/
| train_loss: 1.01e-01 | test_loss: 1.55e-01 | reg: 1.54e+01 | :   4%| | 2/50 [00:00<00:17,  2.67it/
| train_loss: 1.01e-01 | test_loss: 1.55e-01 | reg: 1.54e+01 | :   6%| | 3/50 [00:00<00:12,  3.79it/
| train_loss: 9.63e-02 | test_loss: 1.50e-01 | reg: 1.47e+01 | :   6%| | 3/50 [00:01<00:12,  3.79it/
| train_loss: 9.63e-02 | test_loss: 1.50e-01 | reg: 1.47e+01 | :   8%| | 4/50 [00:01<00:09,  4.87it/
| train_loss: 9.27e-02 | test_loss: 1.47e-01 | reg: 1.41e+01 | :   8%| | 4/50 [00:01<00:09,  4.87it/
| train_loss: 9.27e-02 | test_loss: 1.47e-01 | reg: 1.41e+01 | :  10%| | 5/50 [00:01<00:07,  5.75it/
| train_loss: 8.97e-02 | test_loss: 1.46e-01 | reg: 1.36e+01 | :  10%| | 5/50 [00:01<00:07,  5.75it/
| train_loss: 8.97e-02 | test_loss: 1.46e-01 | reg: 1.36e+01 | :  12%| | 6/50 [00:01<00:06,  6.54it/
| train_loss: 8.67e-02 | test_loss: 1.49e-01 | reg: 1.36e+01 | :  12%| | 6/50 [00:01<00:06,  6.54it/
| train_loss: 8.67e-02 | test_loss: 1.49e-01 | reg: 1.36e+01 | :  14%|▏| 7/50 [00:01<00:06,  6.95it/
| train_loss: 8.55e-02 | test_loss: 1.51e-01 | reg: 1.35e+01 | :  14%|▏| 7/50 [00:01<00:06,  6.95it/
| train_loss: 8.55e-02 | test_loss: 1.51e-01 | reg: 1.35e+01 | :  16%|▏| 8/50 [00:01<00:05,  7.44it/
| train_loss: 8.52e-02 | test_loss: 1.50e-01 | reg: 1.33e+01 | :  16%|▏| 8/50 [00:01<00:05,  7.44it/
| train_loss: 8.52e-02 | test_loss: 1.50e-01 | reg: 1.33e+01 | :  18%|▏| 9/50 [00:01<00:05,  7.87it/
