Using device=cuda
[RUN] function=core_interaction_c05 method=ss_kan_variable seed=0
checkpoint directory created: ./model
saving model version 0.0

description:   0%|                                                           | 0/50 [00:00<?, ?it/s]
| train_loss: 2.37e-01 | test_loss: 3.51e-01 | reg: 2.49e+01 | :   0%|       | 0/50 [00:00<?, ?it/s]
| train_loss: 2.37e-01 | test_loss: 3.51e-01 | reg: 2.49e+01 | :   2%| | 1/50 [00:00<00:36,  1.34it/
| train_loss: 1.47e-01 | test_loss: 3.31e-01 | reg: 2.43e+01 | :   2%| | 1/50 [00:00<00:36,  1.34it/
| train_loss: 1.47e-01 | test_loss: 3.31e-01 | reg: 2.43e+01 | :   4%| | 2/50 [00:00<00:17,  2.68it/
| train_loss: 1.01e-01 | test_loss: 3.72e-01 | reg: 2.42e+01 | :   4%| | 2/50 [00:00<00:17,  2.68it/
| train_loss: 1.01e-01 | test_loss: 3.72e-01 | reg: 2.42e+01 | :   6%| | 3/50 [00:00<00:12,  3.83it/
| train_loss: 7.47e-02 | test_loss: 3.91e-01 | reg: 2.34e+01 | :   6%| | 3/50 [00:01<00:12,  3.83it/
| train_loss: 7.47e-02 | test_loss: 3.91e-01 | reg: 2.34e+01 | :   8%| | 4/50 [00:01<00:09,  4.76it/
| train_loss: 6.06e-02 | test_loss: 3.97e-01 | reg: 2.28e+01 | :   8%| | 4/50 [00:01<00:09,  4.76it/
| train_loss: 6.06e-02 | test_loss: 3.97e-01 | reg: 2.28e+01 | :  10%| | 5/50 [00:01<00:08,  5.60it/
| train_loss: 5.09e-02 | test_loss: 4.10e-01 | reg: 2.24e+01 | :  10%| | 5/50 [00:01<00:08,  5.60it/
| train_loss: 5.09e-02 | test_loss: 4.10e-01 | reg: 2.24e+01 | :  12%| | 6/50 [00:01<00:06,  6.29it/
| train_loss: 4.37e-02 | test_loss: 4.16e-01 | reg: 2.21e+01 | :  12%| | 6/50 [00:01<00:06,  6.29it/
| train_loss: 4.37e-02 | test_loss: 4.16e-01 | reg: 2.21e+01 | :  14%|▏| 7/50 [00:01<00:06,  6.95it/
| train_loss: 3.92e-02 | test_loss: 4.21e-01 | reg: 2.18e+01 | :  14%|▏| 7/50 [00:01<00:06,  6.95it/
| train_loss: 3.92e-02 | test_loss: 4.21e-01 | reg: 2.18e+01 | :  16%|▏| 8/50 [00:01<00:05,  7.43it/
| train_loss: 3.58e-02 | test_loss: 4.26e-01 | reg: 2.16e+01 | :  16%|▏| 8/50 [00:01<00:05,  7.43it/
| train_loss: 3.58e-02 | test_loss: 4.26e-01 | reg: 2.16e+01 | :  18%|▏| 9/50 [00:01<00:05,  7.81it/
| train_loss: 3.31e-02 | test_loss: 4.32e-01 | reg: 2.14e+01 | :  18%|▏| 9/50 [00:01<00:05,  7.81it/
| train_loss: 3.31e-02 | test_loss: 4.32e-01 | reg: 2.14e+01 | :  20%|▏| 10/50 [00:01<00:04,  8.08it
| train_loss: 3.10e-02 | test_loss: 4.33e-01 | reg: 2.12e+01 | :  20%|▏| 10/50 [00:01<00:04,  8.08it
| train_loss: 3.10e-02 | test_loss: 4.33e-01 | reg: 2.12e+01 | :  22%|▏| 11/50 [00:01<00:04,  8.31it
| train_loss: 2.95e-02 | test_loss: 4.33e-01 | reg: 2.10e+01 | :  22%|▏| 11/50 [00:02<00:04,  8.31it
| train_loss: 2.95e-02 | test_loss: 4.33e-01 | reg: 2.10e+01 | :  24%|▏| 12/50 [00:02<00:04,  8.35it
| train_loss: 2.94e-02 | test_loss: 4.30e-01 | reg: 2.08e+01 | :  24%|▏| 12/50 [00:02<00:04,  8.35it
| train_loss: 2.94e-02 | test_loss: 4.30e-01 | reg: 2.08e+01 | :  26%|▎| 13/50 [00:02<00:04,  8.51it
| train_loss: 2.95e-02 | test_loss: 4.26e-01 | reg: 2.05e+01 | :  26%|▎| 13/50 [00:02<00:04,  8.51it
| train_loss: 2.95e-02 | test_loss: 4.26e-01 | reg: 2.05e+01 | :  28%|▎| 14/50 [00:02<00:04,  8.61it
| train_loss: 2.77e-02 | test_loss: 4.26e-01 | reg: 2.04e+01 | :  28%|▎| 14/50 [00:02<00:04,  8.61it
| train_loss: 2.77e-02 | test_loss: 4.26e-01 | reg: 2.04e+01 | :  30%|▎| 15/50 [00:02<00:04,  8.67it
| train_loss: 2.68e-02 | test_loss: 4.24e-01 | reg: 2.02e+01 | :  30%|▎| 15/50 [00:02<00:04,  8.67it
| train_loss: 2.68e-02 | test_loss: 4.24e-01 | reg: 2.02e+01 | :  32%|▎| 16/50 [00:02<00:03,  8.75it
| train_loss: 2.67e-02 | test_loss: 4.22e-01 | reg: 2.00e+01 | :  32%|▎| 16/50 [00:02<00:03,  8.75it
| train_loss: 2.67e-02 | test_loss: 4.22e-01 | reg: 2.00e+01 | :  34%|▎| 17/50 [00:02<00:03,  8.78it
| train_loss: 2.66e-02 | test_loss: 4.22e-01 | reg: 1.99e+01 | :  34%|▎| 17/50 [00:02<00:03,  8.78it
| train_loss: 2.66e-02 | test_loss: 4.22e-01 | reg: 1.99e+01 | :  36%|▎| 18/50 [00:02<00:03,  8.80it
| train_loss: 2.61e-02 | test_loss: 4.22e-01 | reg: 1.99e+01 | :  36%|▎| 18/50 [00:02<00:03,  8.80it
| train_loss: 2.61e-02 | test_loss: 4.22e-01 | reg: 1.99e+01 | :  38%|▍| 19/50 [00:02<00:03,  8.82it
| train_loss: 2.60e-02 | test_loss: 4.22e-01 | reg: 1.97e+01 | :  38%|▍| 19/50 [00:02<00:03,  8.82it
| train_loss: 2.60e-02 | test_loss: 4.22e-01 | reg: 1.97e+01 | :  40%|▍| 20/50 [00:02<00:03,  8.84it
| train_loss: 2.56e-02 | test_loss: 4.23e-01 | reg: 1.97e+01 | :  40%|▍| 20/50 [00:03<00:03,  8.84it
| train_loss: 2.56e-02 | test_loss: 4.23e-01 | reg: 1.97e+01 | :  42%|▍| 21/50 [00:03<00:03,  8.81it
| train_loss: 2.54e-02 | test_loss: 4.23e-01 | reg: 1.96e+01 | :  42%|▍| 21/50 [00:03<00:03,  8.81it
| train_loss: 2.54e-02 | test_loss: 4.23e-01 | reg: 1.96e+01 | :  44%|▍| 22/50 [00:03<00:03,  8.82it
| train_loss: 2.54e-02 | test_loss: 4.24e-01 | reg: 1.95e+01 | :  44%|▍| 22/50 [00:03<00:03,  8.82it
| train_loss: 2.54e-02 | test_loss: 4.24e-01 | reg: 1.95e+01 | :  46%|▍| 23/50 [00:03<00:03,  8.84it
| train_loss: 2.58e-02 | test_loss: 4.24e-01 | reg: 1.94e+01 | :  46%|▍| 23/50 [00:03<00:03,  8.84it
| train_loss: 2.58e-02 | test_loss: 4.24e-01 | reg: 1.94e+01 | :  48%|▍| 24/50 [00:03<00:02,  8.81it
| train_loss: 2.55e-02 | test_loss: 4.25e-01 | reg: 1.93e+01 | :  48%|▍| 24/50 [00:03<00:02,  8.81it
| train_loss: 2.55e-02 | test_loss: 4.25e-01 | reg: 1.93e+01 | :  50%|▌| 25/50 [00:03<00:02,  8.95it
| train_loss: 2.53e-02 | test_loss: 4.26e-01 | reg: 1.93e+01 | :  50%|▌| 25/50 [00:03<00:02,  8.95it
| train_loss: 2.53e-02 | test_loss: 4.26e-01 | reg: 1.93e+01 | :  52%|▌| 26/50 [00:03<00:02,  9.01it
| train_loss: 2.58e-02 | test_loss: 4.26e-01 | reg: 1.92e+01 | :  52%|▌| 26/50 [00:03<00:02,  9.01it
| train_loss: 2.58e-02 | test_loss: 4.26e-01 | reg: 1.92e+01 | :  54%|▌| 27/50 [00:03<00:02,  9.11it
| train_loss: 2.51e-02 | test_loss: 4.27e-01 | reg: 1.92e+01 | :  54%|▌| 27/50 [00:03<00:02,  9.11it
| train_loss: 2.51e-02 | test_loss: 4.27e-01 | reg: 1.92e+01 | :  56%|▌| 28/50 [00:03<00:02,  9.13it
| train_loss: 2.49e-02 | test_loss: 4.29e-01 | reg: 1.92e+01 | :  56%|▌| 28/50 [00:03<00:02,  9.13it
| train_loss: 2.49e-02 | test_loss: 4.29e-01 | reg: 1.92e+01 | :  58%|▌| 29/50 [00:03<00:02,  9.18it
| train_loss: 2.46e-02 | test_loss: 4.33e-01 | reg: 1.91e+01 | :  58%|▌| 29/50 [00:04<00:02,  9.18it
| train_loss: 2.46e-02 | test_loss: 4.33e-01 | reg: 1.91e+01 | :  60%|▌| 30/50 [00:04<00:02,  9.21it
| train_loss: 2.46e-02 | test_loss: 4.35e-01 | reg: 1.91e+01 | :  60%|▌| 30/50 [00:04<00:02,  9.21it
| train_loss: 2.46e-02 | test_loss: 4.35e-01 | reg: 1.91e+01 | :  62%|▌| 31/50 [00:04<00:02,  9.23it
| train_loss: 2.45e-02 | test_loss: 4.34e-01 | reg: 1.90e+01 | :  62%|▌| 31/50 [00:04<00:02,  9.23it
| train_loss: 2.45e-02 | test_loss: 4.34e-01 | reg: 1.90e+01 | :  64%|▋| 32/50 [00:04<00:01,  9.24it
| train_loss: 2.41e-02 | test_loss: 4.35e-01 | reg: 1.90e+01 | :  64%|▋| 32/50 [00:04<00:01,  9.24it
| train_loss: 2.41e-02 | test_loss: 4.35e-01 | reg: 1.90e+01 | :  66%|▋| 33/50 [00:04<00:01,  9.23it
| train_loss: 2.39e-02 | test_loss: 4.33e-01 | reg: 1.90e+01 | :  66%|▋| 33/50 [00:04<00:01,  9.23it
| train_loss: 2.39e-02 | test_loss: 4.33e-01 | reg: 1.90e+01 | :  68%|▋| 34/50 [00:04<00:01,  9.12it
| train_loss: 2.37e-02 | test_loss: 4.33e-01 | reg: 1.89e+01 | :  68%|▋| 34/50 [00:04<00:01,  9.12it
| train_loss: 2.37e-02 | test_loss: 4.33e-01 | reg: 1.89e+01 | :  70%|▋| 35/50 [00:04<00:01,  9.09it
| train_loss: 2.39e-02 | test_loss: 4.32e-01 | reg: 1.89e+01 | :  70%|▋| 35/50 [00:04<00:01,  9.09it
| train_loss: 2.39e-02 | test_loss: 4.32e-01 | reg: 1.89e+01 | :  72%|▋| 36/50 [00:04<00:01,  9.15it
| train_loss: 2.40e-02 | test_loss: 4.32e-01 | reg: 1.89e+01 | :  72%|▋| 36/50 [00:04<00:01,  9.15it
| train_loss: 2.40e-02 | test_loss: 4.32e-01 | reg: 1.89e+01 | :  74%|▋| 37/50 [00:04<00:01,  9.04it
| train_loss: 2.38e-02 | test_loss: 4.34e-01 | reg: 1.88e+01 | :  74%|▋| 37/50 [00:04<00:01,  9.04it
| train_loss: 2.38e-02 | test_loss: 4.34e-01 | reg: 1.88e+01 | :  76%|▊| 38/50 [00:04<00:01,  9.12it
| train_loss: 2.35e-02 | test_loss: 4.34e-01 | reg: 1.88e+01 | :  76%|▊| 38/50 [00:05<00:01,  9.12it
| train_loss: 2.35e-02 | test_loss: 4.34e-01 | reg: 1.88e+01 | :  78%|▊| 39/50 [00:05<00:01,  9.04it
| train_loss: 2.33e-02 | test_loss: 4.34e-01 | reg: 1.88e+01 | :  78%|▊| 39/50 [00:05<00:01,  9.04it
| train_loss: 2.33e-02 | test_loss: 4.34e-01 | reg: 1.88e+01 | :  80%|▊| 40/50 [00:05<00:01,  9.00it
| train_loss: 2.37e-02 | test_loss: 4.34e-01 | reg: 1.87e+01 | :  80%|▊| 40/50 [00:05<00:01,  9.00it
| train_loss: 2.37e-02 | test_loss: 4.34e-01 | reg: 1.87e+01 | :  82%|▊| 41/50 [00:05<00:00,  9.08it
| train_loss: 2.43e-02 | test_loss: 4.32e-01 | reg: 1.87e+01 | :  82%|▊| 41/50 [00:05<00:00,  9.08it
| train_loss: 2.43e-02 | test_loss: 4.32e-01 | reg: 1.87e+01 | :  84%|▊| 42/50 [00:05<00:00,  9.16it
| train_loss: 2.43e-02 | test_loss: 4.32e-01 | reg: 1.86e+01 | :  84%|▊| 42/50 [00:05<00:00,  9.16it
| train_loss: 2.43e-02 | test_loss: 4.32e-01 | reg: 1.86e+01 | :  86%|▊| 43/50 [00:05<00:00,  9.08it
| train_loss: 2.52e-02 | test_loss: 4.32e-01 | reg: 1.85e+01 | :  86%|▊| 43/50 [00:05<00:00,  9.08it
| train_loss: 2.52e-02 | test_loss: 4.32e-01 | reg: 1.85e+01 | :  88%|▉| 44/50 [00:05<00:00,  9.13it
| train_loss: 2.51e-02 | test_loss: 4.32e-01 | reg: 1.85e+01 | :  88%|▉| 44/50 [00:05<00:00,  9.13it
