Using device=cuda
[RUN] function=core_interaction_c025 screen=raw seed=0
checkpoint directory created: ./model
saving model version 0.0

description:   0%|                                                           | 0/50 [00:00<?, ?it/s]
| train_loss: 2.17e-01 | test_loss: 3.05e-01 | reg: 5.08e+01 | :   0%|       | 0/50 [00:00<?, ?it/s]
| train_loss: 2.17e-01 | test_loss: 3.05e-01 | reg: 5.08e+01 | :   2%| | 1/50 [00:00<00:37,  1.30it/
| train_loss: 1.38e-01 | test_loss: 2.00e-01 | reg: 3.09e+01 | :   2%| | 1/50 [00:00<00:37,  1.30it/
| train_loss: 1.38e-01 | test_loss: 2.00e-01 | reg: 3.09e+01 | :   4%| | 2/50 [00:00<00:18,  2.53it/
| train_loss: 9.17e-02 | test_loss: 1.59e-01 | reg: 2.13e+01 | :   4%| | 2/50 [00:01<00:18,  2.53it/
| train_loss: 9.17e-02 | test_loss: 1.59e-01 | reg: 2.13e+01 | :   6%| | 3/50 [00:01<00:12,  3.65it/
| train_loss: 6.45e-02 | test_loss: 1.09e-01 | reg: 1.56e+01 | :   6%| | 3/50 [00:01<00:12,  3.65it/
| train_loss: 6.45e-02 | test_loss: 1.09e-01 | reg: 1.56e+01 | :   8%| | 4/50 [00:01<00:09,  4.66it/
| train_loss: 4.27e-02 | test_loss: 6.96e-02 | reg: 1.25e+01 | :   8%| | 4/50 [00:01<00:09,  4.66it/
| train_loss: 4.27e-02 | test_loss: 6.96e-02 | reg: 1.25e+01 | :  10%| | 5/50 [00:01<00:08,  5.36it/
| train_loss: 3.24e-02 | test_loss: 5.12e-02 | reg: 1.10e+01 | :  10%| | 5/50 [00:01<00:08,  5.36it/
| train_loss: 3.24e-02 | test_loss: 5.12e-02 | reg: 1.10e+01 | :  12%| | 6/50 [00:01<00:07,  6.08it/
| train_loss: 2.77e-02 | test_loss: 4.33e-02 | reg: 9.96e+00 | :  12%| | 6/50 [00:01<00:07,  6.08it/
| train_loss: 2.77e-02 | test_loss: 4.33e-02 | reg: 9.96e+00 | :  14%|▏| 7/50 [00:01<00:06,  6.56it/
| train_loss: 2.40e-02 | test_loss: 3.64e-02 | reg: 9.27e+00 | :  14%|▏| 7/50 [00:01<00:06,  6.56it/
| train_loss: 2.40e-02 | test_loss: 3.64e-02 | reg: 9.27e+00 | :  16%|▏| 8/50 [00:01<00:06,  6.94it/
| train_loss: 2.18e-02 | test_loss: 3.36e-02 | reg: 8.79e+00 | :  16%|▏| 8/50 [00:01<00:06,  6.94it/
| train_loss: 2.18e-02 | test_loss: 3.36e-02 | reg: 8.79e+00 | :  18%|▏| 9/50 [00:01<00:05,  7.29it/
